"","Soldnum","Price","Alcohol_Content","Reserve","COO","Variety","Body","Protected_indicator_of_origin","Rating","No_of_reviews"
"931","0","879","13","2012","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、梅洛(Merlot)、品丽珠（Cabernet Sauvignon)、小维多（Petit Verdot)","中高","波尔多梅多克1855分级列级酒庄之4级列庄(4th GCC en 1855)","100","0"
"932",NA,NA,NA,"  ","法国(France) 波尔多(Bordeaux)","89%美乐(Merlot),10%品丽珠(Cabernet Franc),1%小味多(Petit Verdot)","中","超级波尔多AOC",NA,NA
"933","0","289",NA,"  ","智利(Chile) 其他","黑皮诺","中","  ","100","0"
"934","0","289",NA,"  ","智利(Chile) 中央山谷(Central Valley)","设拉子","中","  ","100","0"
"935","6","198",NA,"  ","法国(France) 波尔多(Bordeaux)","50%赤霞珠，50%梅乐","中","梅多克中级庄","100","0"
"936","8","128",NA,"  ","法国(France) 波尔多(Bordeaux)","80%梅乐，10%赤霞珠，10%品丽珠","中","  ","100","0"
"937","3","128",NA,"  ","法国(France) 波尔多(Bordeaux)","90% Merlot / 5% Cabernet Sauvignon / 5% Cabernet Franc","中","圣艾米隆Grand Cru","100","0"
"938","3","69",NA,"  ","澳大利亚(Australia) 其他","美乐（MERLOT）","中","  ","100","0"
"939","1","199",NA,"  ","法国(France) 波尔多(Bordeaux)","80%梅乐，10%赤霞珠，10%品丽珠","中","  ","100","0"
"940","38","179",NA,"玻璃","西班牙(Spain) 卡斯蒂利亚-拉曼恰(Castile-La Mancha)","丹魄（Tempranillo）","中低","无","100","0"
"941","0","516",NA,"0000","澳大利亚(Australia) 南澳(South Australia)","西拉/设拉子(Syrah/Shiraz)","中","澳大利亚优级酒园葡萄酒","100","0"
"942","0","399",NA,"高档PVC/细绒布/合木板","法国(France) 波尔多(Bordeaux)","赤霞珠(cabernet sauvignon)，美乐(merlot)","中高","五级庄副牌","100","0"
"943","5","299",NA,"  ","法国(France) 波尔多(Bordeaux)","梅洛（Merlot）、品丽珠（Cabernet Franc）和赤霞珠（Cabernet Sauvignon）","中高","  ","100","0"
"944","0","299","13.5","0000","智利(Chile) 中央山谷(Central Valley)","85%赤霞珠(Cabernet Sauvignon)15%梅洛(Merlot)","中","智利优质酒庄","100","0"
"945","0","1698",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","  ","100","0"
"946","0","448",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","  ","100","0"
"947","0","265",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","  ","100","0"
"948","0","398",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"949","0","528",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","  ","100","0"
"950","0","238",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"951","0","308",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","  ","100","0"
"952","0","335",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","  ","100","0"
"953","0","1108","14","  ","西班牙(Spain) 加泰罗尼亚(Catalonia)","60%歌海娜(Grenache/Granacha),25%佳丽酿(Carignan),15%西拉/设拉子(Syrah/Shiraz)","重","优质原产地葡萄酒D.O","100","0"
"954","0","588",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"955","0","850",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"956","0","199",NA,"  ","澳大利亚(Australia) 其他","美乐（MERLOT）","中","  ","100","0"
"957","28","62",NA,"  ","西班牙(Spain) 其他","维尤拉、长相思","中低","  ","100","0"
"958","2","419",NA,"  ","法国(France) 波尔多(Bordeaux)","品丽珠(cabernet franc),美乐(Merlot)","中高","波美侯名庄","100","0"
"959","1","308",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"960","0","348",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"961","0","498",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"962","0","718",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"963","0","618",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"964","0","2299",NA,"  ","法国(France) 波尔多(Bordeaux)","赛美蓉(Semillon)、白苏维翁(Sauvignon Blanc)","中高","苏黛产区列级酒庄之优级1级列庄(1st Cru Superieur)","100","0"
"965","0","518",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","  ","100","0"
"966","0","390",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"967","2","568",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"968","2","518",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"969","0","560",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"970","29","39",NA,"  ","西班牙(Spain) 瓦伦西亚(Valencia)","100%丹魄(Tempranillo)","中","DO","100","0"
"971","2","109",NA,"  ","西班牙(Spain) 瓦伦西亚(Valencia)","100%丹魄(Tempranillo)","中","DO","100","0"
"972","0","1520",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"973","0","668",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"974","0","988",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、梅洛(Merlot)、品丽珠（Cabernet Sauvignon)、小维多（Petit Verdot)","  ","五级名庄5th Growth of 1855 GCC","100","0"
"975","0","668",NA,"  ","法国(France) 波尔多(Bordeaux)","赤霞珠(Cabernet Sauvignon)、梅洛(Merlot)、品丽珠（Cabernet Sauvignon)、小维多（Petit Verdot)","  ","五级名庄5th Growth of 1855 GCC","100","0"
"976","0","425",NA,"  ","法国(France) 波尔多(Bordeaux)","Cabernet Sauvignon/Merlot/Petit Verdot","  ","  ","100","0"
"977","0","418",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"978","0","319",NA,"  ","澳大利亚(Australia) 东南澳(South Eastern Australia)","西拉、赤霞珠","中","智利优质酒庄","100","0"
"979","0","798",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"980","0","530",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","  ","100","0"
"981","0","588",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"982","0","788",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","中高","  ","100","0"
"983","0","938",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"984","1","1368",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"985","0","848",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"986","7","688",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"987","0","1238",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"988","0","718",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"989","2","3088",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"990","0","1228",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"991","2","1228",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"992","0","1028",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"993","0","3088",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"994","0","2328",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"995","0","698",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"996","0","3088",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"997","2","3688",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"998","2","1300",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
"999","0","1458",NA,"  ","法国(France) 波尔多(Bordeaux)","  ","  ","  ","100","0"
